Score: %d of %d  %s	Score: %d of %d  %s
"Thank you for playing King's Quest IV, `The Perils of Rosella.'  Next time... be more careful!"	「感謝你玩了《國王密使IV：羅塞拉的冒險》！下次可要小心一點……！」
It's getting late, Rosella. It will be dark soon.	羅塞拉，天色晚了，很快就要黑了。
This game does not understand "%s."	本遊戲看不懂「%s」。
Try that one again. I couldn't make much sense of it.	再試一次吧，我不太懂你的意思。
That is not understood.	這我看不懂。
That is not clear.	這不太清楚。
Try another way to say that.	換個說法試試看。
Night falls...	夜幕降臨……
Perhaps you need to purchase a copy of "Leisure Suit Larry?"	或許你該去買一份《Leisure Suit Larry》？
Tweeeeeeeeeet!	嗶——！！
You already have the note.	你已經拿到那張字條了。
You open the glass bottle and retrieve the imprisoned note.	你打開玻璃瓶，取出裡頭封存的字條。
That would not accomplish anything.	那樣做不會有任何效果。
Not here.	這裡不行。
You have better things to do than that!	你該做點更正經的事！
Not in front of the game players!	別在玩家面前做這種事！
The golden ball is too heavy to play with.	這顆金球太重了，沒辦法拿來玩。
Using what?	要用什麼？
You don't have anything to shoot.	你沒有東西可以射。
You have no arrows.	你沒有箭。
Ahhh. You feel better now.	啊……感覺舒服多了。
There's no need to rub that.	沒必要摩擦那個。
Ok. You rub the magic talisman. Nothing happens.	好。你摩擦魔法護身符，什麼事也沒發生。
Ok. You rub the lantern. Nothing happens.	好。你摩擦提燈，什麼事也沒發生。
Ok. You rub the glass eye. Nothing happens.	好。你摩擦玻璃眼珠，什麼事也沒發生。
Ok. You rub the charm. Nothing happens.	好。你摩擦墜飾，什麼事也沒發生。
Why would you want to rub a thing like that?	你為什麼想摩擦那種東西？
Why would you want to kiss a thing like that?	你為什麼想親那種東西？
Your pucker isn't working right now.	你現在噘不起嘴來親了。
Ok. You kiss the magic talisman, but nothing happens.	好。你親吻魔法護身符，但什麼事也沒發生。
That wouldn't accomplish anything.	那樣不會有任何效果。
Ok. You wish as hard as you can, but nothing happens.	好。你用盡全力許願，但什麼事也沒發生。
Why would you want to wish on a thing like that?	你為什麼想對那種東西許願？
Scrunching up your delicate nose, you gingerly bait the hook of the fishing pole with the large earthworm.	你皺起纖細的鼻子，小心翼翼地把那條大蚯蚓掛上釣竿的魚鉤。
With what?	用什麼？
PHEW!!	呼——！！
Yuck!!	噁！！
That's disgusting!	太噁心了！
You don't want to do that!	你不會想這麼做的！
You take a bite of the luscious-looking fruit. Mmmmm! Delicious! Before you know it, you have eaten the whole thing. Wow! A feeling of vigor and vitality courses through your body, giving you boundless energy and that wonderful glow of good health.	你咬了一口那看起來鮮美多汁的水果。嗯……真好吃！不知不覺間，你已經把整顆吃光了。哇！一股活力與生氣流竄全身，讓你精神飽滿，容光煥發。
Fine. You wear the locket.	好。你戴上項鍊墜子。
Ok. You wear the Medal of Honor.	好。你戴上榮譽勳章。
Ok.	 好的。 
That's not a good idea now.	現在這麼做不太好。
That wouldn't be a good idea right now.	現在這麼做不妙。
